image_id ttc_lidar ttc_camera
1 12.7286 13.2081
2 12.525 14.35
4 12.9188 26.0772
5 12.2084 15.7342
6 10.4821 17.3209
7 45.4119 17.3292
8 21.8755 17.1944
9 15.0086 14.0613
10 18.6193 12.138
11 10.561 14.4714
12 12.9619 12.0763
13 9.16784 13.0071
14 10.913 12.6719
16 9.03367 9.87257
17 12.5058 10.4413
