image_id ttc_lidar ttc_camera
1 14.8749 12.6498
2 12.2342 15.8544
3 19.696 13.0578
4 13.0087 14.229
5 11.868 15.3104
6 10.6142 13.6366
7 15.2457 16.3796
8 15.6519 14.6328
9 12.3492 14.6925
10 14.6897 11.6125
11 12.7155 12.5005
12 9.75964 10.858
13 8.89039 10.9287
14 9.9543 10.5684
16 10.3695 10.3152
17 10.889 9.95744
